title,soldprice,solddate,bids,link
Charizard 4/102 Pokemon Card Unlimited *RARE HOLO*,25.0,"Sold  Jan 16, 2021Sold Item",1 bid,https://www.ebay.com/itm/Charizard-4-102-Pokemon-Card-Unlimited-RARE-HOLO/184624266215?hash=item2afc76bbe7%3Ag%3AQwgAAOSw5aRgA1J8&LH_Auction=1
Charizard 3/110 HOLO RARE REV Pokemon Card Base Legendary Collection MINT PSA?,1521.07,"Sold  Jan 16, 2021Sold Item",38 bids,https://www.ebay.com/itm/Charizard-3-110-HOLO-RARE-REV-Pokemon-Card-Base-Legendary-Collection-MINT-PSA/254832110356?hash=item3b552d6b14%3Ag%3AVQ4AAOSwgZJf%7EJ1J&LH_Auction=1
BGS 9.5 - Charizard 11/108 -XY Evolutions - Holo Pokemon Card - PSA 10 Contender,800.0,"Sold  Jan 16, 2021Sold Item",1 bid,https://www.ebay.com/itm/BGS-9-5-Charizard-11-108-XY-Evolutions-Holo-Pokemon-Card-PSA-10-Contender/393095244185?hash=item5b864d6999%3Ag%3AmkAAAOSwjhtf%7E078&LH_Auction=1
Pokemon Vivid Voltage Build And Battle Promo Charizard Card,102.55,"Sold  Jan 16, 2021Sold Item",16 bids,https://www.ebay.com/itm/Pokemon-Vivid-Voltage-Build-And-Battle-Promo-Charizard-Card/393089705233?hash=item5b85f8e511%3Ag%3A5G0AAOSw4zdf-gNU&LH_Auction=1
RESHIRAM & CHARIZARD GX 20/214 POKEMON CARD UNBROKEN BONDS ULTRA RARE nm,8.5,"Sold  Jan 16, 2021Sold Item",5 bids,https://www.ebay.com/itm/RESHIRAM-CHARIZARD-GX-20-214-POKEMON-CARD-UNBROKEN-BONDS-ULTRA-RARE-nm/353347997695?hash=item52452e8fff%3Ag%3Ah8AAAOSwnKBf-f8o&LH_Auction=1
Charizard #4/102 1999 Base Set Holo Rare Pokémon Card Pokemon NEAR MINT PSA?,199.0,"Sold  Jan 16, 2021Sold Item",1 bid,https://www.ebay.com/itm/Charizard-4-102-1999-Base-Set-Holo-Rare-Pokemon-Card-Pokemon-NEAR-MINT-PSA/284150122365?hash=item4228aac77d%3Ag%3AK18AAOSwJe9gAzgD&LH_Auction=1
CHARIZARD Holo Rare Base Set 2 Card No. 4/130 RARE Pokemon Near Mint NM English,899.99,"Sold  Jan 16, 2021Sold Item",1 bid,https://www.ebay.com/itm/CHARIZARD-Holo-Rare-Base-Set-2-Card-No-4-130-RARE-Pokemon-Near-Mint-NM-English/193851448429?hash=item2d22725c6d%3Ag%3A%7EhIAAOSwbgVfz%7Eid&LH_Auction=1
Pokemon Secret Ultra Rare GX FIRE 11 Card Lot Pack Fresh PSA 10 ? Charizard,101.86,"Sold  Jan 16, 2021Sold Item",24 bids,https://www.ebay.com/itm/Pokemon-Secret-Ultra-Rare-GX-FIRE-11-Card-Lot-Pack-Fresh-PSA-10-Charizard/143913583526?hash=item2181eb03a6%3Ag%3Az9UAAOSwHsxf-flP&LH_Auction=1
Rare charizard pokemon card,51.61,"Sold  Jan 16, 2021Sold Item",12 bids,https://www.ebay.com/itm/Rare-charizard-pokemon-card/402639863944?hash=item5dbf34c088%3Ag%3A1tEAAOSw7atf-eud&LH_Auction=1
Charizard Rare Reverse Holo 25/185 Vivid Voltage Pokemon Card Pack Fresh #2,11.88,"Sold  Jan 16, 2021Sold Item",12 bids,https://www.ebay.com/itm/Charizard-Rare-Reverse-Holo-25-185-Vivid-Voltage-Pokemon-Card-Pack-Fresh-2/363252683819?hash=item54938c142b%3Ag%3AQ8kAAOSwqo1f-fLQ&LH_Auction=1
Charizard Rare Reverse Holo 25/185 Vivid Voltage Pokemon Card Pack Fresh,14.26,"Sold  Jan 16, 2021Sold Item",11 bids,https://www.ebay.com/itm/Charizard-Rare-Reverse-Holo-25-185-Vivid-Voltage-Pokemon-Card-Pack-Fresh/363252682235?hash=item54938c0dfb%3Ag%3A0-4AAOSwQO9f-fIw&LH_Auction=1
Pokemon TCG SS Vivid Voltage 025/185 Charizard Reverse Holo Rare Card,12.5,"Sold  Jan 16, 2021Sold Item",9 bids,https://www.ebay.com/itm/Pokemon-TCG-SS-Vivid-Voltage-025-185-Charizard-Reverse-Holo-Rare-Card/254830143974?hash=item3b550f69e6%3Ag%3AZqIAAOSwZ-9frJCL&LH_Auction=1
Charizard SM226 Holo Black Star Promo Pokemon Card Near Mint,52.0,"Sold  Jan 16, 2021Sold Item",18 bids,https://www.ebay.com/itm/Charizard-SM226-Holo-Black-Star-Promo-Pokemon-Card-Near-Mint/133632763223?hash=item1f1d222557%3Ag%3Ap5cAAOSw3ctf-fCB&LH_Auction=1
Pokemon Champion's Path Charizard V Full Art PROMO SWSH050 Digital Card,2.25,"Sold  Jan 16, 2021Sold Item",2 bids,https://www.ebay.com/itm/Pokemon-Champions-Path-Charizard-V-Full-Art-PROMO-SWSH050-Digital-Card/353347920074?hash=item52452d60ca%3Ag%3AwVwAAOSwckFf6qM9&LH_Auction=1
Pokemon Charizard Base Set Unlimited Rare Holographic Card 4/102 Holo Foil,325.0,"Sold  Jan 16, 2021Sold Item",40 bids,https://www.ebay.com/itm/Pokemon-Charizard-Base-Set-Unlimited-Rare-Holographic-Card-4-102-Holo-Foil/203243424373?hash=item2f52408a75%3Ag%3AajwAAOSwVJZf-eiB&LH_Auction=1
Charizard - 025/185 - Rare Pokemon Card Vivid Voltage(Lot Of 2).,12.9,"Sold  Jan 16, 2021Sold Item",1 bid,https://www.ebay.com/itm/Charizard-025-185-Rare-Pokemon-Card-Vivid-Voltage-Lot-Of-2/383897854229?hash=item5962186115%3Ag%3ATDkAAOSwQrpf8hx7&LH_Auction=1
Pokemon Vivid Voltage | Charizard 025/185 | reverse Holo Rare Card NM,11.94,"Sold  Jan 16, 2021Sold Item",15 bids,https://www.ebay.com/itm/Pokemon-Vivid-Voltage-Charizard-025-185-reverse-Holo-Rare-Card-NM/333854244131?hash=item4dbb437d23%3Ag%3AFxIAAOSwTh1f-RcT&LH_Auction=1
Champions Path Secret Rare Shiny Charizard V 079 Card GEM MINT PSA 10 Pokemon ,655.0,"Sold  Jan 16, 2021Sold Item",32 bids,https://www.ebay.com/itm/Champions-Path-Secret-Rare-Shiny-Charizard-V-079-Card-GEM-MINT-PSA-10-Pokemon/224306910072?hash=item3439bbd378%3Ag%3ALioAAOSw97df5hzF&LH_Auction=1
Pokemon XY Evolutions Charizard 11/108 Rare Reverse Holo Card PSA 9,170.5,"Sold  Jan 16, 2021Sold Item",4 bids,https://www.ebay.com/itm/Pokemon-XY-Evolutions-Charizard-11-108-Rare-Reverse-Holo-Card-PSA-9/265015259003?epid=13040465738&hash=item3db423ef7b%3Ag%3AOIYAAOSwaNdgAbYJ&LH_Auction=1
DARK CHARIZARD 4/82 Holo Pokemon Card Team Rocket ,24.0,"Sold  Jan 16, 2021Sold Item",1 bid,https://www.ebay.com/itm/DARK-CHARIZARD-4-82-Holo-Pokemon-Card-Team-Rocket/353354602768?hash=item5245935910%3Ag%3A4REAAOSwwLBgAZ%7EM&LH_Auction=1
Pokemon XY Evolutions Charizard 11/108 Rare Reverse Holo Card,112.5,"Sold  Jan 16, 2021Sold Item",38 bids,https://www.ebay.com/itm/Pokemon-XY-Evolutions-Charizard-11-108-Rare-Reverse-Holo-Card/284144645232?epid=13040465738&hash=item4228573470%3Ag%3AKf8AAOSwvrRf65EA&LH_Auction=1
Charizard Base Set Unlimited Rare 1999 Holo Foil Holographic Pokemon Card 4/102,500.0,"Sold  Jan 16, 2021Sold Item",19 bids,https://www.ebay.com/itm/Charizard-Base-Set-Unlimited-Rare-1999-Holo-Foil-Holographic-Pokemon-Card-4-102/333852079862?hash=item4dbb2276f6%3Ag%3Aie0AAOSwuxBf-ZD%7E&LH_Auction=1
Charizard GX SM211 Black Star Promo ULTRA RARE Pokemon Card NEAR MINT,7.5,"Sold  Jan 16, 2021Sold Item",6 bids,https://www.ebay.com/itm/Charizard-GX-SM211-Black-Star-Promo-ULTRA-RARE-Pokemon-Card-NEAR-MINT/233855395807?hash=item3672de27df%3Ag%3A95kAAOSwnLdf%7ECSj&LH_Auction=1
Pokemon XY Evolutions Charizard 11/108 Rare Holo Card psa? bgs? mint?gem?,103.5,"Sold  Jan 16, 2021Sold Item",3 bids,https://www.ebay.com/itm/Pokemon-XY-Evolutions-Charizard-11-108-Rare-Holo-Card-psa-bgs-mint-gem/193847992312?hash=item2d223d9ff8%3Ag%3ACpIAAOSw%7Ex1f9RlW&LH_Auction=1
Pokemon XY Evolutions Charizard 11/108 Rare Halo Card,96.0,"Sold  Jan 15, 2021Sold Item",15 bids,https://www.ebay.com/itm/Pokemon-XY-Evolutions-Charizard-11-108-Rare-Halo-Card/324449035694?hash=item4b8aab65ae%3Ag%3Ab7wAAOSw3fFf-%7E-d&LH_Auction=1
Charizard 025/185 Reverse Holo & Non Holo Pokemon Cards Charizard Vivid Voltage,18.5,"Sold  Jan 15, 2021Sold Item",6 bids,https://www.ebay.com/itm/Charizard-025-185-Reverse-Holo-Non-Holo-Pokemon-Cards-Charizard-Vivid-Voltage/383895414544?hash=item5961f32710%3Ag%3AOa4AAOSwcUZf-Ubd&LH_Auction=1
Pokemon Shining Charizard Neo Destiny 107/105 Card Holographic,690.0,"Sold  Jan 15, 2021Sold Item",5 bids,https://www.ebay.com/itm/Pokemon-Shining-Charizard-Neo-Destiny-107-105-Card-Holographic/324451174283?hash=item4b8acc078b%3Ag%3A24IAAOSwvHtf9%7ECx&LH_Auction=1
Pokemon Hidden Fates - 5 Card Lot - Charizard ,14.0,"Sold  Jan 15, 2021Sold Item",4 bids,https://www.ebay.com/itm/Pokemon-Hidden-Fates-5-Card-Lot-Charizard/133634136144?hash=item1f1d371850%3Ag%3AyzkAAOSwI-hf--er&LH_Auction=1
Charizard Legendary Collection 3/110 Holo WOTC Pokemon Card - Rare,177.5,"Sold  Jan 15, 2021Sold Item",33 bids,https://www.ebay.com/itm/Charizard-Legendary-Collection-3-110-Holo-WOTC-Pokemon-Card-Rare/265007130211?hash=item3db3a7e663%3Ag%3Akp4AAOSwjs5f-UAf&LH_Auction=1
POKEMON | Charizard 5/18 Holo | Charmander 4/18 | Bulbasaur 1/18 | *6 Card Lot* ,10.49,"Sold  Jan 15, 2021Sold Item",2 bids,https://www.ebay.com/itm/POKEMON-Charizard-5-18-Holo-Charmander-4-18-Bulbasaur-1-18-6-Card-Lot/284146383176?hash=item422871b948%3Ag%3A9sEAAOSwo99f%7EoYW&LH_Auction=1
Charizard V Champions Path Promo Card - Pokemon TCG ,17.5,"Sold  Jan 15, 2021Sold Item",7 bids,https://www.ebay.com/itm/Charizard-V-Champions-Path-Promo-Card-Pokemon-TCG/133634128462?hash=item1f1d36fa4e%3Ag%3A8HYAAOSwpixf--DO&LH_Auction=1
Charizard Legendary Collection 3/110 Non Holo Near Mint - Mint WOTC Pokemon Card,109.5,"Sold  Jan 15, 2021Sold Item",29 bids,https://www.ebay.com/itm/Charizard-Legendary-Collection-3-110-Non-Holo-Near-Mint-Mint-WOTC-Pokemon-Card/265007124286?hash=item3db3a7cf3e%3Ag%3Ak4gAAOSwloFf-Tyt&LH_Auction=1
Pokemon TCG XY Evolutions Charizard 11/108 Rare Holo Card 2016,107.5,"Sold  Jan 15, 2021Sold Item",16 bids,https://www.ebay.com/itm/Pokemon-TCG-XY-Evolutions-Charizard-11-108-Rare-Holo-Card-2016/233857696589?epid=13040465738&hash=item367301434d%3Ag%3Ak4cAAOSwNIJf%7EVRD&LH_Auction=1
BLAINE'S CHARIZARD 2/132 - GYM CHALLENGE SET POKEMON HOLO FOIL RARE CARD ERROR ,127.5,"Sold  Jan 15, 2021Sold Item",16 bids,https://www.ebay.com/itm/BLAINES-CHARIZARD-2-132-GYM-CHALLENGE-SET-POKEMON-HOLO-FOIL-RARE-CARD-ERROR/402639344645?hash=item5dbf2cd405%3Ag%3AfGwAAOSwimdf-TPJ&LH_Auction=1
BGS 9 MINT Charizard 11/108 XY Evolutions HOLO RARE Pokemon Card,330.0,"Sold  Jan 15, 2021Sold Item",1 bid,https://www.ebay.com/itm/BGS-9-MINT-Charizard-11-108-XY-Evolutions-HOLO-RARE-Pokemon-Card/383904978118?hash=item59628514c6%3Ag%3AuQsAAOSwy6ZgAkQs&LH_Auction=1
Charizard Base Set Unlimited Rare 1999 Holo Foil Holographic Pokemon Card 4/102,455.0,"Sold  Jan 15, 2021Sold Item",51 bids,https://www.ebay.com/itm/Charizard-Base-Set-Unlimited-Rare-1999-Holo-Foil-Holographic-Pokemon-Card-4-102/114620861841?hash=item1aafef8d91%3Ag%3As8AAAOSwZ5Vf-S5O&LH_Auction=1
DARK CHARIZARD Pokemon Card Team Rocket non-Holo 21/82 GREAT CONDITION,61.0,"Sold  Jan 15, 2021Sold Item",17 bids,https://www.ebay.com/itm/DARK-CHARIZARD-Pokemon-Card-Team-Rocket-non-Holo-21-82-GREAT-CONDITION/373424696751?hash=item56f1d8adaf%3Ag%3A49kAAOSwy-Ff-8vu&LH_Auction=1
Charizard V SWSH050 - Black Star Promo Holo Rare Full Art Pokemon Card Unopened,9.99,"Sold  Jan 15, 2021Sold Item",1 bid,https://www.ebay.com/itm/Charizard-V-SWSH050-Black-Star-Promo-Holo-Rare-Full-Art-Pokemon-Card-Unopened/383895285301?hash=item5961f12e35%3Ag%3AKHAAAOSwpElf-Rlf&LH_Auction=1
Pokemon New & Sealed Charizard SWSH066 Vivid Voltage PRERELEASE Card & Deck,149.0,"Sold  Jan 15, 2021Sold Item",1 bid,https://www.ebay.com/itm/Pokemon-New-Sealed-Charizard-SWSH066-Vivid-Voltage-PRERELEASE-Card-Deck/184623079061?hash=item2afc649e95%3Ag%3AmbgAAOSwAbFgAlCx&LH_Auction=1
Charizard #4/102 1999 Base Set Holo Foil Rare Pokémon Card Pokemon Vintage,700.0,"Sold  Jan 15, 2021Sold Item",49 bids,https://www.ebay.com/itm/Charizard-4-102-1999-Base-Set-Holo-Foil-Rare-Pokemon-Card-Pokemon-Vintage/254829532071?hash=item3b550613a7%3Ag%3AKyAAAOSwFVVf-QCK&LH_Auction=1
Pokemon XY Evolutions Charizard 11/108 Rare Reverse Holo Card SHOULD BE A 10,150.87,"Sold  Jan 15, 2021Sold Item",48 bids,https://www.ebay.com/itm/Pokemon-XY-Evolutions-Charizard-11-108-Rare-Reverse-Holo-Card-SHOULD-BE-A-10/402646164393?hash=item5dbf94e3a9%3Ag%3AkNQAAOSwfR5f6jIH&LH_Auction=1
Shiny Charizard GX MINT Hidden Fates SV49/SV94 Pokemon Card,530.0,"Sold  Jan 15, 2021Sold Item",34 bids,https://www.ebay.com/itm/Shiny-Charizard-GX-MINT-Hidden-Fates-SV49-SV94-Pokemon-Card/184613328299?hash=item2afbcfd5ab%3Ag%3A0NwAAOSwT0Vf-Pxk&LH_Auction=1
Pokemon Charizard V SWSH050 Champions Path Promo Full Art Card BRAND NEW SEALED,10.0,"Sold  Jan 15, 2021Sold Item",6 bids,https://www.ebay.com/itm/Pokemon-Charizard-V-SWSH050-Champions-Path-Promo-Full-Art-Card-BRAND-NEW-SEALED/363254166858?hash=item5493a2b54a%3Ag%3Ai40AAOSwk6Bf-6AE&LH_Auction=1
2020 SEALED CHAMPIONS PATH FULL ART PROMO CARD POKEMON CHARIZARD V SW,8.75,"Sold  Jan 15, 2021Sold Item",4 bids,https://www.ebay.com/itm/2020-SEALED-CHAMPIONS-PATH-FULL-ART-PROMO-CARD-POKEMON-CHARIZARD-V-SW/353347165102?hash=item524521dbae%3Ag%3AVOIAAOSwei5f-Pmk&LH_Auction=1
MEGA M CHARIZARD EX 69/106 Ultra Secret Rare Pokemon Holo Flashfire Card,42.0,"Sold  Jan 15, 2021Sold Item",12 bids,https://www.ebay.com/itm/MEGA-M-CHARIZARD-EX-69-106-Ultra-Secret-Rare-Pokemon-Holo-Flashfire-Card/193841955144?hash=item2d21e18148%3Ag%3A2nkAAOSw2LRf-PjY&LH_Auction=1
"Charizard Evolutions Vivid Voltage Reverse Holos, Rare Pokemon Card 023-025/ 185",12.5,"Sold  Jan 15, 2021Sold Item",4 bids,https://www.ebay.com/itm/Charizard-Evolutions-Vivid-Voltage-Reverse-Holos-Rare-Pokemon-Card-023-025-185/383895025406?hash=item5961ed36fe%3Ag%3AZnsAAOSw0jJf5%7EJf&LH_Auction=1
